task,trajectory_id,state_index,robot,object_1,object_2,object_3,object_4,object_5,object_6,object_7,object_8,object_9,object_10,object_11,object_12,object_13,object_14,object_15,object_16,object_17,object_18,object_19,object_20,actions
"navigate to (x=1.50,y=0.06,yaw=-157.9)",5094,0,"(x=0.09,y=2.07,yaw=1.1)",,"circle,1,[0.309],(x=0.95,y=1.28,yaw=0.9)",,"rect,1,[0.724, 0.623],(x=0.05,y=1.44,yaw=3.9)","rect,0,[0.593, 0.406],(x=-0.81,y=1.97,yaw=-67.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.47,y=0.44,yaw=3.4)}"
"navigate to (x=1.50,y=0.06,yaw=-157.9)",5094,1,"(x=-0.44,y=1.15,yaw=-126.7)",,"circle,1,[0.309],(x=0.95,y=1.28,yaw=0.9)",,"rect,1,[0.724, 0.623],(x=-0.47,y=0.44,yaw=3.4)","rect,0,[0.593, 0.406],(x=-0.81,y=1.97,yaw=-67.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.06,yaw=-157.9)}"
"navigate to (x=0.84,y=-0.43,yaw=67.1)",5095,0,"(x=0.10,y=2.05,yaw=-12.9)","circle,1,[0.231],(x=-0.96,y=-1.77,yaw=-139.1)",,,"circle,1,[0.296],(x=0.96,y=1.28,yaw=1.1)","rect,0,[0.577, 0.416],(x=-0.82,y=1.94,yaw=112.3)","rect,1,[0.686, 0.62],(x=0.04,y=1.44,yaw=-175.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-0.48,y=0.44,yaw=-174.6)}"
"navigate to (x=0.84,y=-0.43,yaw=67.1)",5095,1,"(x=-0.44,y=1.13,yaw=-137.1)","circle,1,[0.231],(x=-0.96,y=-1.77,yaw=-139.1)",,,"circle,1,[0.296],(x=0.96,y=1.28,yaw=1.1)","rect,0,[0.577, 0.416],(x=-0.82,y=1.94,yaw=112.3)","rect,1,[0.686, 0.62],(x=-0.48,y=0.44,yaw=-174.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.84,y=-0.43,yaw=67.1)}"
"navigate to (x=-1.49,y=1.64,yaw=71.7)",5096,0,"(x=-0.08,y=-2.08,yaw=157.2)",,,,"circle,1,[0.313],(x=-0.99,y=-1.27,yaw=-1.7)","rect,1,[0.694, 0.582],(x=-0.03,y=-1.41,yaw=179.5)","rect,0,[0.581, 0.388],(x=0.84,y=-1.98,yaw=-73.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=0.49,y=-0.41,yaw=179.4)}"
"navigate to (x=-1.49,y=1.64,yaw=71.7)",5096,1,"(x=0.45,y=-1.15,yaw=32.8)",,,,"circle,1,[0.313],(x=-0.99,y=-1.27,yaw=-1.7)","rect,1,[0.694, 0.582],(x=0.49,y=-0.41,yaw=179.4)","rect,0,[0.581, 0.388],(x=0.84,y=-1.98,yaw=-73.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.49,y=1.64,yaw=71.7)}"
"navigate to (x=1.50,y=1.30,yaw=101.0)",5097,0,"(x=0.10,y=-2.09,yaw=12.3)","rect,1,[0.631, 0.315],(x=1.09,y=0.36,yaw=7.4)","circle,1,[0.299],(x=0.96,y=-1.28,yaw=4.2)",,"rect,1,[0.692, 0.579],(x=0.04,y=-1.42,yaw=-176.6)","rect,0,[0.576, 0.396],(x=-0.85,y=-1.95,yaw=-111.5)","rect,1,[0.338, 0.465],(x=-1.14,y=-0.33,yaw=-158.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.47,y=-0.42,yaw=-177.0)}"
"navigate to (x=1.50,y=1.30,yaw=101.0)",5097,1,"(x=-0.43,y=-1.17,yaw=142.6)","rect,1,[0.631, 0.315],(x=1.09,y=0.36,yaw=7.4)","circle,1,[0.299],(x=0.96,y=-1.28,yaw=4.2)",,"rect,1,[0.692, 0.579],(x=-0.47,y=-0.42,yaw=-177.0)","rect,0,[0.576, 0.396],(x=-0.85,y=-1.95,yaw=-111.5)","rect,1,[0.338, 0.465],(x=-1.14,y=-0.33,yaw=-158.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=1.30,yaw=101.0)}"
"navigate to (x=1.50,y=0.00,yaw=148.0)",5098,0,"(x=0.08,y=2.06,yaw=-22.2)",,"rect,0,[0.598, 0.4],(x=-0.82,y=1.96,yaw=111.9)",,"rect,0,[0.517, 0.348],(x=-0.36,y=-1.44,yaw=148.3)","rect,1,[0.734, 0.577],(x=0.04,y=1.44,yaw=-1.5)","circle,1,[0.298],(x=0.95,y=1.28,yaw=2.0)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-0.48,y=0.43,yaw=-1.0)}"
"navigate to (x=1.50,y=0.00,yaw=148.0)",5098,1,"(x=-0.44,y=1.14,yaw=-144.7)",,"rect,0,[0.598, 0.4],(x=-0.82,y=1.96,yaw=111.9)",,"rect,0,[0.517, 0.348],(x=-0.36,y=-1.44,yaw=148.3)","rect,1,[0.734, 0.577],(x=-0.48,y=0.43,yaw=-1.0)","circle,1,[0.298],(x=0.95,y=1.28,yaw=2.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.00,yaw=148.0)}"
"navigate to (x=-1.50,y=0.77,yaw=7.7)",5099,0,"(x=-0.10,y=-2.07,yaw=168.5)","circle,1,[0.293],(x=-0.95,y=-1.27,yaw=176.8)","rect,1,[0.732, 0.592],(x=-0.03,y=-1.43,yaw=2.9)",,"rect,0,[0.593, 0.416],(x=0.83,y=-1.95,yaw=110.2)","circle,0,[0.323],(x=1.11,y=0.48,yaw=-177.9)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.49,y=-0.43,yaw=2.3)}"
"navigate to (x=-1.50,y=0.77,yaw=7.7)",5099,1,"(x=0.43,y=-1.14,yaw=40.4)","circle,1,[0.293],(x=-0.95,y=-1.27,yaw=176.8)","rect,1,[0.732, 0.592],(x=0.49,y=-0.43,yaw=2.3)",,"rect,0,[0.593, 0.416],(x=0.83,y=-1.95,yaw=110.2)","circle,0,[0.323],(x=1.11,y=0.48,yaw=-177.9)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=0.77,yaw=7.7)}"
"navigate to (x=-1.50,y=-0.41,yaw=-163.4)",5100,0,"(x=-0.09,y=-2.09,yaw=173.6)",,,,"rect,1,[0.719, 0.627],(x=-0.03,y=-1.42,yaw=1.5)","rect,0,[0.592, 0.39],(x=0.81,y=-1.95,yaw=109.0)","circle,1,[0.289],(x=-0.97,y=-1.26,yaw=-4.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.49,y=-0.43,yaw=1.9)}"
"navigate to (x=-1.50,y=-0.41,yaw=-163.4)",5100,1,"(x=0.44,y=-1.16,yaw=48.1)",,,,"rect,1,[0.719, 0.627],(x=0.49,y=-0.43,yaw=1.9)","rect,0,[0.592, 0.39],(x=0.81,y=-1.95,yaw=109.0)","circle,1,[0.289],(x=-0.97,y=-1.26,yaw=-4.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.41,yaw=-163.4)}"
"navigate to (x=-1.50,y=-0.01,yaw=168.4)",5101,0,"(x=-0.10,y=-2.05,yaw=160.6)","rect,0,[0.623, 0.413],(x=0.84,y=-1.95,yaw=106.3)","rect,1,[0.688, 0.625],(x=-0.04,y=-1.42,yaw=5.4)",,,,"circle,1,[0.299],(x=-0.99,y=-1.25,yaw=179.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.48,y=-0.43,yaw=5.1)}"
"navigate to (x=-1.50,y=-0.01,yaw=168.4)",5101,1,"(x=0.44,y=-1.13,yaw=34.0)","rect,0,[0.623, 0.413],(x=0.84,y=-1.95,yaw=106.3)","rect,1,[0.688, 0.625],(x=0.48,y=-0.43,yaw=5.1)",,,,"circle,1,[0.299],(x=-0.99,y=-1.25,yaw=179.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.01,yaw=168.4)}"
"navigate to (x=-1.50,y=1.49,yaw=-53.9)",5102,0,"(x=-0.09,y=-2.05,yaw=177.3)","circle,1,[0.309],(x=-0.99,y=-1.29,yaw=1.2)","rect,1,[0.704, 0.594],(x=-0.04,y=-1.45,yaw=-1.8)","rect,0,[0.307, 0.625],(x=1.08,y=2.15,yaw=0.5)","rect,0,[0.591, 0.39],(x=0.82,y=-1.96,yaw=111.4)","rect,0,[0.558, 0.366],(x=0.95,y=0.49,yaw=-104.0)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.48,y=-0.44,yaw=-1.0)}"
"navigate to (x=-1.50,y=1.49,yaw=-53.9)",5102,1,"(x=0.42,y=-1.13,yaw=47.3)","circle,1,[0.309],(x=-0.99,y=-1.29,yaw=1.2)","rect,1,[0.704, 0.594],(x=0.48,y=-0.44,yaw=-1.0)","rect,0,[0.307, 0.625],(x=1.08,y=2.15,yaw=0.5)","rect,0,[0.591, 0.39],(x=0.82,y=-1.96,yaw=111.4)","rect,0,[0.558, 0.366],(x=0.95,y=0.49,yaw=-104.0)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=1.49,yaw=-53.9)}"
"navigate to (x=-0.17,y=-1.07,yaw=-166.5)",5103,0,"(x=-0.08,y=2.09,yaw=-169.9)","circle,1,[0.293],(x=-0.98,y=1.25,yaw=-4.8)",,"rect,1,[0.675, 0.604],(x=-0.06,y=1.44,yaw=-178.5)",,,"rect,0,[0.63, 0.381],(x=0.85,y=1.97,yaw=-114.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=0.47,y=0.44,yaw=-178.3)}"
"navigate to (x=-0.17,y=-1.07,yaw=-166.5)",5103,1,"(x=0.45,y=1.17,yaw=-41.8)","circle,1,[0.293],(x=-0.98,y=1.25,yaw=-4.8)",,"rect,1,[0.675, 0.604],(x=0.47,y=0.44,yaw=-178.3)",,,"rect,0,[0.63, 0.381],(x=0.85,y=1.97,yaw=-114.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.17,y=-1.07,yaw=-166.5)}"
"navigate to (x=-1.50,y=-0.24,yaw=-134.5)",5104,0,"(x=-0.08,y=2.07,yaw=-152.3)","circle,1,[0.309],(x=-0.97,y=1.27,yaw=-4.4)","rect,0,[0.58, 0.392],(x=0.83,y=1.97,yaw=-109.9)",,,,"rect,1,[0.705, 0.583],(x=-0.05,y=1.44,yaw=-6.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.46,y=0.44,yaw=-5.8)}"
"navigate to (x=-1.50,y=-0.24,yaw=-134.5)",5104,1,"(x=0.45,y=1.14,yaw=-26.0)","circle,1,[0.309],(x=-0.97,y=1.27,yaw=-4.4)","rect,0,[0.58, 0.392],(x=0.83,y=1.97,yaw=-109.9)",,,,"rect,1,[0.705, 0.583],(x=0.46,y=0.44,yaw=-5.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.24,yaw=-134.5)}"
"navigate to (x=1.50,y=0.33,yaw=152.8)",5105,0,"(x=0.12,y=2.07,yaw=-11.6)","rect,0,[0.404, 0.343],(x=-0.88,y=-1.03,yaw=109.5)",,"rect,0,[0.606, 0.387],(x=-0.83,y=1.97,yaw=106.1)","circle,1,[0.293],(x=0.97,y=1.27,yaw=178.5)",,"rect,1,[0.683, 0.595],(x=0.06,y=1.45,yaw=176.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-0.47,y=0.45,yaw=176.0)}"
"navigate to (x=1.50,y=0.33,yaw=152.8)",5105,1,"(x=-0.42,y=1.15,yaw=-140.9)","rect,0,[0.404, 0.343],(x=-0.88,y=-1.03,yaw=109.5)",,"rect,0,[0.606, 0.387],(x=-0.83,y=1.97,yaw=106.1)","circle,1,[0.293],(x=0.97,y=1.27,yaw=178.5)",,"rect,1,[0.683, 0.595],(x=-0.47,y=0.45,yaw=176.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.33,yaw=152.8)}"
"navigate to (x=-1.50,y=1.19,yaw=159.1)",5106,0,"(x=-0.10,y=-2.08,yaw=-177.7)",,"rect,0,[0.63, 0.412],(x=0.83,y=-1.95,yaw=-67.8)",,"circle,1,[0.3],(x=-0.97,y=-1.27,yaw=177.1)","circle,1,[0.188],(x=1.20,y=0.66,yaw=139.8)","rect,1,[0.734, 0.602],(x=-0.05,y=-1.42,yaw=-0.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.47,y=-0.42,yaw=-1.7)}"
"navigate to (x=-1.50,y=1.19,yaw=159.1)",5106,1,"(x=0.43,y=-1.16,yaw=60.1)",,"rect,0,[0.63, 0.412],(x=0.83,y=-1.95,yaw=-67.8)",,"circle,1,[0.3],(x=-0.97,y=-1.27,yaw=177.1)","circle,1,[0.188],(x=1.20,y=0.66,yaw=139.8)","rect,1,[0.734, 0.602],(x=0.47,y=-0.42,yaw=-1.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=1.19,yaw=159.1)}"
"navigate to (x=-1.50,y=-0.38,yaw=160.9)",5107,0,"(x=-0.10,y=2.08,yaw=-171.4)",,"rect,0,[0.63, 0.41],(x=0.85,y=1.94,yaw=68.7)","circle,1,[0.295],(x=-0.95,y=1.28,yaw=177.7)","rect,1,[0.672, 0.59],(x=-0.03,y=1.44,yaw=0.7)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.49,y=0.44,yaw=0.7)}"
"navigate to (x=-1.50,y=-0.38,yaw=160.9)",5107,1,"(x=0.43,y=1.15,yaw=-46.5)",,"rect,0,[0.63, 0.41],(x=0.85,y=1.94,yaw=68.7)","circle,1,[0.295],(x=-0.95,y=1.28,yaw=177.7)","rect,1,[0.672, 0.59],(x=0.49,y=0.44,yaw=0.7)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.38,yaw=160.9)}"
"navigate to (x=-1.50,y=-0.71,yaw=-173.3)",5108,0,"(x=-0.09,y=2.05,yaw=-151.3)","circle,1,[0.249],(x=-0.73,y=-0.93,yaw=-123.9)",,"circle,1,[0.392],(x=-1.11,y=-1.67,yaw=24.8)","rect,1,[0.727, 0.577],(x=-0.03,y=1.43,yaw=-4.9)","rect,0,[0.61, 0.385],(x=0.85,y=1.96,yaw=-113.7)","circle,1,[0.296],(x=-0.97,y=1.25,yaw=-176.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.49,y=0.43,yaw=-4.1)}"
"navigate to (x=-1.50,y=-0.71,yaw=-173.3)",5108,1,"(x=0.44,y=1.13,yaw=-31.0)","circle,1,[0.249],(x=-0.73,y=-0.93,yaw=-123.9)",,"circle,1,[0.392],(x=-1.11,y=-1.67,yaw=24.8)","rect,1,[0.727, 0.577],(x=0.49,y=0.43,yaw=-4.1)","rect,0,[0.61, 0.385],(x=0.85,y=1.96,yaw=-113.7)","circle,1,[0.296],(x=-0.97,y=1.25,yaw=-176.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.71,yaw=-173.3)}"
"navigate to (x=-1.00,y=0.21,yaw=165.8)",5109,0,"(x=-0.09,y=-2.05,yaw=-174.6)",,,,"rect,1,[0.714, 0.627],(x=-0.04,y=-1.43,yaw=-0.6)","rect,0,[0.612, 0.386],(x=0.81,y=-1.96,yaw=-71.0)","circle,1,[0.304],(x=-0.99,y=-1.26,yaw=-2.0)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.48,y=-0.43,yaw=-1.0)}"
"navigate to (x=-1.00,y=0.21,yaw=165.8)",5109,1,"(x=0.45,y=-1.13,yaw=58.8)",,,,"rect,1,[0.714, 0.627],(x=0.48,y=-0.43,yaw=-1.0)","rect,0,[0.612, 0.386],(x=0.81,y=-1.96,yaw=-71.0)","circle,1,[0.304],(x=-0.99,y=-1.26,yaw=-2.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.00,y=0.21,yaw=165.8)}"
"navigate to (x=-1.50,y=0.42,yaw=-36.4)",5110,0,"(x=-0.11,y=2.09,yaw=172.9)","circle,1,[0.349],(x=-1.01,y=-0.40,yaw=104.1)","circle,1,[0.291],(x=-0.98,y=1.26,yaw=-175.7)","rect,1,[0.683, 0.611],(x=-0.04,y=1.42,yaw=2.1)",,"rect,0,[0.591, 0.396],(x=0.82,y=1.95,yaw=73.0)","circle,1,[0.175],(x=-1.20,y=-1.75,yaw=151.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=0.48,y=0.42,yaw=2.2)}"
"navigate to (x=-1.50,y=0.42,yaw=-36.4)",5110,1,"(x=0.41,y=1.17,yaw=-60.8)","circle,1,[0.349],(x=-1.01,y=-0.40,yaw=104.1)","circle,1,[0.291],(x=-0.98,y=1.26,yaw=-175.7)","rect,1,[0.683, 0.611],(x=0.48,y=0.42,yaw=2.2)",,"rect,0,[0.591, 0.396],(x=0.82,y=1.95,yaw=73.0)","circle,1,[0.175],(x=-1.20,y=-1.75,yaw=151.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=0.42,yaw=-36.4)}"
"navigate to (x=-1.15,y=-1.90,yaw=-119.8)",5111,0,"(x=-0.10,y=2.06,yaw=176.8)","rect,1,[0.675, 0.604],(x=-0.06,y=1.41,yaw=-4.4)",,,"circle,1,[0.289],(x=-0.97,y=1.29,yaw=-0.9)",,"rect,0,[0.6, 0.391],(x=0.84,y=1.94,yaw=-106.0)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.46,y=0.42,yaw=-5.1)}"
"navigate to (x=-1.15,y=-1.90,yaw=-119.8)",5111,1,"(x=0.43,y=1.13,yaw=-60.0)","rect,1,[0.675, 0.604],(x=0.46,y=0.42,yaw=-5.1)",,,"circle,1,[0.289],(x=-0.97,y=1.29,yaw=-0.9)",,"rect,0,[0.6, 0.391],(x=0.84,y=1.94,yaw=-106.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.15,y=-1.90,yaw=-119.8)}"
"navigate to (x=-1.22,y=-0.23,yaw=34.9)",5112,0,"(x=-0.10,y=-2.10,yaw=179.9)",,,"circle,1,[0.306],(x=-0.99,y=-1.26,yaw=-4.5)","rect,0,[0.592, 0.416],(x=0.83,y=-1.98,yaw=106.8)",,"rect,1,[0.717, 0.589],(x=-0.05,y=-1.44,yaw=1.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.47,y=-0.43,yaw=1.7)}"
"navigate to (x=-1.22,y=-0.23,yaw=34.9)",5112,1,"(x=0.43,y=-1.16,yaw=57.5)",,,"circle,1,[0.306],(x=-0.99,y=-1.26,yaw=-4.5)","rect,0,[0.592, 0.416],(x=0.83,y=-1.98,yaw=106.8)",,"rect,1,[0.717, 0.589],(x=0.47,y=-0.43,yaw=1.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.22,y=-0.23,yaw=34.9)}"
"navigate to (x=-1.50,y=-1.34,yaw=-175.3)",5113,0,"(x=-0.11,y=2.07,yaw=-168.5)",,,"circle,1,[0.29],(x=-0.96,y=1.28,yaw=-178.9)","rect,0,[0.584, 0.388],(x=0.84,y=1.95,yaw=-111.4)",,"rect,1,[0.72, 0.601],(x=-0.03,y=1.42,yaw=177.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.50,y=0.42,yaw=177.0)}"
"navigate to (x=-1.50,y=-1.34,yaw=-175.3)",5113,1,"(x=0.41,y=1.16,yaw=-45.1)",,,"circle,1,[0.29],(x=-0.96,y=1.28,yaw=-178.9)","rect,0,[0.584, 0.388],(x=0.84,y=1.95,yaw=-111.4)",,"rect,1,[0.72, 0.601],(x=0.50,y=0.42,yaw=177.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-1.34,yaw=-175.3)}"
"navigate to (x=0.92,y=0.11,yaw=-86.8)",5114,0,"(x=0.10,y=2.08,yaw=-10.3)","circle,1,[0.3],(x=0.99,y=1.26,yaw=177.8)","rect,1,[0.669, 0.605],(x=0.03,y=1.44,yaw=0.1)",,,"rect,0,[0.579, 0.381],(x=-0.81,y=1.96,yaw=-64.7)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-0.49,y=0.44,yaw=0.0)}"
"navigate to (x=0.92,y=0.11,yaw=-86.8)",5114,1,"(x=-0.42,y=1.16,yaw=-135.1)","circle,1,[0.3],(x=0.99,y=1.26,yaw=177.8)","rect,1,[0.669, 0.605],(x=-0.49,y=0.44,yaw=0.0)",,,"rect,0,[0.579, 0.381],(x=-0.81,y=1.96,yaw=-64.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.92,y=0.11,yaw=-86.8)}"
"navigate to (x=-1.50,y=1.81,yaw=-177.5)",5115,0,"(x=-0.11,y=-2.07,yaw=-176.3)","rect,1,[0.719, 0.572],(x=-0.05,y=-1.43,yaw=0.4)","circle,1,[0.308],(x=-0.98,y=-1.26,yaw=-178.8)",,"rect,0,[0.619, 0.395],(x=0.84,y=-1.97,yaw=-73.8)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.47,y=-0.43,yaw=0.5)}"
"navigate to (x=-1.50,y=1.81,yaw=-177.5)",5115,1,"(x=0.41,y=-1.15,yaw=56.8)","rect,1,[0.719, 0.572],(x=0.47,y=-0.43,yaw=0.5)","circle,1,[0.308],(x=-0.98,y=-1.26,yaw=-178.8)",,"rect,0,[0.619, 0.395],(x=0.84,y=-1.97,yaw=-73.8)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=1.81,yaw=-177.5)}"
"navigate to (x=-0.64,y=-0.35,yaw=137.7)",5116,0,"(x=-0.12,y=-2.06,yaw=162.9)","rect,0,[0.62, 0.381],(x=0.84,y=-1.97,yaw=106.2)","rect,1,[0.684, 0.616],(x=-0.03,y=-1.43,yaw=177.9)","circle,1,[0.315],(x=-0.99,y=-1.28,yaw=-3.2)",,,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.49,y=-0.43,yaw=177.7)}"
"navigate to (x=-0.64,y=-0.35,yaw=137.7)",5116,1,"(x=0.42,y=-1.15,yaw=36.2)","rect,0,[0.62, 0.381],(x=0.84,y=-1.97,yaw=106.2)","rect,1,[0.684, 0.616],(x=0.49,y=-0.43,yaw=177.7)","circle,1,[0.315],(x=-0.99,y=-1.28,yaw=-3.2)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.64,y=-0.35,yaw=137.7)}"
"navigate to (x=-1.50,y=0.28,yaw=174.5)",5117,0,"(x=-0.11,y=-2.09,yaw=165.9)","rect,1,[0.666, 0.609],(x=-0.05,y=-1.45,yaw=-2.4)",,,"rect,0,[0.603, 0.42],(x=0.84,y=-1.97,yaw=114.9)","circle,0,[0.347],(x=0.38,y=0.32,yaw=-32.5)","circle,1,[0.303],(x=-0.98,y=-1.26,yaw=176.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.48,y=-0.45,yaw=-2.1)}"
"navigate to (x=-1.50,y=0.28,yaw=174.5)",5117,1,"(x=0.42,y=-1.16,yaw=39.7)","rect,1,[0.666, 0.609],(x=0.48,y=-0.45,yaw=-2.1)",,,"rect,0,[0.603, 0.42],(x=0.84,y=-1.97,yaw=114.9)","circle,0,[0.347],(x=0.38,y=0.32,yaw=-32.5)","circle,1,[0.303],(x=-0.98,y=-1.26,yaw=176.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=0.28,yaw=174.5)}"
"navigate to (x=1.50,y=1.93,yaw=89.7)",5118,0,"(x=0.10,y=-2.06,yaw=2.8)","rect,0,[0.607, 0.39],(x=-0.82,y=-1.97,yaw=65.6)",,,,"circle,1,[0.312],(x=0.98,y=-1.25,yaw=179.8)","rect,1,[0.682, 0.58],(x=0.03,y=-1.45,yaw=177.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-0.49,y=-0.44,yaw=177.7)}"
"navigate to (x=1.50,y=1.93,yaw=89.7)",5118,1,"(x=-0.43,y=-1.14,yaw=125.1)","rect,0,[0.607, 0.39],(x=-0.82,y=-1.97,yaw=65.6)",,,,"circle,1,[0.312],(x=0.98,y=-1.25,yaw=179.8)","rect,1,[0.682, 0.58],(x=-0.49,y=-0.44,yaw=177.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=1.93,yaw=89.7)}"
"navigate to (x=-1.14,y=0.27,yaw=-129.2)",5119,0,"(x=-0.09,y=-2.06,yaw=164.7)",,"rect,1,[0.692, 0.594],(x=-0.02,y=-1.44,yaw=-178.4)",,"circle,1,[0.312],(x=-0.95,y=-1.28,yaw=-2.1)",,"rect,0,[0.628, 0.415],(x=0.81,y=-1.95,yaw=115.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.50,y=-0.44,yaw=-177.8)}"
"navigate to (x=-1.14,y=0.27,yaw=-129.2)",5119,1,"(x=0.45,y=-1.13,yaw=36.3)",,"rect,1,[0.692, 0.594],(x=0.50,y=-0.44,yaw=-177.8)",,"circle,1,[0.312],(x=-0.95,y=-1.28,yaw=-2.1)",,"rect,0,[0.628, 0.415],(x=0.81,y=-1.95,yaw=115.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.14,y=0.27,yaw=-129.2)}"
"navigate to (x=0.93,y=1.49,yaw=78.3)",5120,0,"(x=0.11,y=-2.06,yaw=27.0)",,,"rect,1,[0.68, 0.583],(x=0.03,y=-1.42,yaw=177.8)","circle,1,[0.295],(x=0.98,y=-1.28,yaw=-177.8)",,"rect,0,[0.577, 0.416],(x=-0.82,y=-1.94,yaw=-110.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=-0.48,y=-0.42,yaw=178.0)}"
"navigate to (x=0.93,y=1.49,yaw=78.3)",5120,1,"(x=-0.42,y=-1.15,yaw=151.6)",,,"rect,1,[0.68, 0.583],(x=-0.48,y=-0.42,yaw=178.0)","circle,1,[0.295],(x=0.98,y=-1.28,yaw=-177.8)",,"rect,0,[0.577, 0.416],(x=-0.82,y=-1.94,yaw=-110.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.93,y=1.49,yaw=78.3)}"
"navigate to (x=-1.04,y=-0.26,yaw=-26.6)",5121,0,"(x=-0.09,y=2.06,yaw=172.5)","rect,0,[0.577, 0.409],(x=0.82,y=1.95,yaw=70.9)",,"circle,1,[0.3],(x=-0.97,y=1.29,yaw=3.0)",,,"rect,1,[0.674, 0.602],(x=-0.02,y=1.42,yaw=-5.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.50,y=0.42,yaw=-5.2)}"
